especie,raza,edad,ayuno,peso[kg],enfermedad1,enfermedad2,enfermedad3,enfermedad4,tipo_de_muestra,recipiente_1,recipiente_2,recipiente_3,cantidad[ml]o[gr],temperatura[Cel],tiempo_conservacion[h],condicion especial
gato,p_corto,12,no,"3,5",nada,nada,nada,nada,urianalisis,frasco_tapa_roja,jeringa,nada,13,4-6,12,"Se debe almacenar en un lugar oscuro, idealmente primera orina de la mañana"
gato,p_corto,15,no,"6,1",nada,nada,nada,nada,urianalisis,frasco_tapa_roja,jeringa,nada,13,4-6,12,"Se debe almacenar en un lugar oscuro, idealmente primera orina de la mañana"
gato,p_corto,15,no,"6,9",nada,nada,nada,nada,urianalisis,frasco_tapa_roja,jeringa,nada,13,4-6,12,"Se debe almacenar en un lugar oscuro, idealmente primera orina de la mañana"
gato,p_corto,14,no,"6,4",nada,nada,nada,nada,urianalisis,frasco_tapa_roja,jeringa,nada,13,4-6,12,"Se debe almacenar en un lugar oscuro, idealmente primera orina de la mañana"
gato,p_corto,15,no,4,nada,nada,nada,nada,urianalisis,frasco_tapa_roja,jeringa,nada,13,4-6,12,"Se debe almacenar en un lugar oscuro, idealmente primera orina de la mañana"
gato,p_corto,8,no,"6,4",nada,nada,nada,nada,urianalisis,frasco_tapa_roja,jeringa,nada,13,4-6,12,"Se debe almacenar en un lugar oscuro, idealmente primera orina de la mañana"
gato,p_corto,12,no,"3,8",nada,nada,nada,nada,urianalisis,frasco_tapa_roja,jeringa,nada,13,4-6,12,"Se debe almacenar en un lugar oscuro, idealmente primera orina de la mañana"
gato,p_corto,10,no,"5,9",nada,nada,nada,nada,urianalisis,frasco_tapa_roja,jeringa,nada,13,4-6,12,"Se debe almacenar en un lugar oscuro, idealmente primera orina de la mañana"
gato,p_largo,15,si,"4,8",nada,nada,nada,nada,perfil_bioquimico,tubo_rojo,tubo_amarillo,tubo_verde,3,4-6,24,"se debe almacenar en un lugar oscuro, si el frasco es verde la entrega debe ser inmediata"
gato,p_largo,4,si,"4,5",nada,nada,nada,nada,perfil_bioquimico,tubo_rojo,tubo_amarillo,tubo_verde,3,4-6,24,"se debe almacenar en un lugar oscuro, si el frasco es verde la entrega debe ser inmediata"
gato,p_largo,6,si,"2,4",nada,nada,nada,nada,perfil_bioquimico,tubo_rojo,tubo_amarillo,tubo_verde,3,4-6,24,"se debe almacenar en un lugar oscuro, si el frasco es verde la entrega debe ser inmediata"
gato,p_largo,9,si,"2,1",nada,nada,nada,nada,perfil_bioquimico,tubo_rojo,tubo_amarillo,tubo_verde,3,4-6,24,"se debe almacenar en un lugar oscuro, si el frasco es verde la entrega debe ser inmediata"
gato,p_largo,3,si,"5,8",nada,nada,nada,nada,perfil_bioquimico,tubo_rojo,tubo_amarillo,tubo_verde,3,4-6,24,"se debe almacenar en un lugar oscuro, si el frasco es verde la entrega debe ser inmediata"
gato,p_corto,1,si,"5,9",nada,nada,nada,nada,perfil_bioquimico,tubo_rojo,tubo_amarillo,tubo_verde,3,4-6,24,"se debe almacenar en un lugar oscuro, si el frasco es verde la entrega debe ser inmediata"
gato,p_corto,4,si,3,nada,nada,nada,nada,perfil_bioquimico,tubo_rojo,tubo_amarillo,tubo_verde,3,4-6,24,"se debe almacenar en un lugar oscuro, si el frasco es verde la entrega debe ser inmediata"
gato,p_corto,2,si,"3,9",nada,nada,nada,nada,perfil_bioquimico,tubo_rojo,tubo_amarillo,tubo_verde,3,4-6,24,"se debe almacenar en un lugar oscuro, si el frasco es verde la entrega debe ser inmediata"
gato,p_corto,8,si,"6,9",nada,nada,nada,nada,perfil_bioquimico,tubo_rojo,tubo_amarillo,tubo_verde,3,4-6,24,"se debe almacenar en un lugar oscuro, si el frasco es verde la entrega debe ser inmediata"
gato,p_corto,7,si,"4,2",nada,nada,nada,nada,perfil_bioquimico,tubo_rojo,tubo_amarillo,tubo_verde,3,4-6,24,"se debe almacenar en un lugar oscuro, si el frasco es verde la entrega debe ser inmediata"
gato,p_largo,1,si,"1,1",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_largo,0,si,"0,6",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_largo,2,si,"0,2",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_largo,1,si,0,sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_largo,2,si,"1,6",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,0,si,"0,4",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,0,si,4,sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,1,si,"4,9",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,4,si,"3,4",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,3,si,"2,5",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,6,si,"5,8",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,10,si,"6,9",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,12,si,"5,5",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,11,si,"3,1",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,2,si,"6,7",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_largo,2,si,"0,3",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_largo,0,si,"0,9",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_largo,0,si,1,sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_largo,2,si,"0,2",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_largo,0,si,"1,1",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_largo,2,si,"0,4",sospecha_sida,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,2,si,"0,9",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,7",4-6,12,frio y oscuridad
gato,p_corto,1,si,"0,7",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_corto,0,si,"1,5",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_corto,2,si,"1,5",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_corto,2,si,"0,2",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_corto,10,si,"4,8",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_corto,12,si,3,sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_corto,4,si,"3,2",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_corto,5,si,"5,7",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_corto,15,si,"6,3",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_corto,6,si,"3,2",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_corto,3,si,"6,2",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,2,si,"1,3",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,2,si,"0,2",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,1,si,"0,3",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,0,si,"1,8",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,2,si,"1,3",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,2,si,4,sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,15,si,"4,6",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,4,si,"5,2",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,9,si,"2,9",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,7,si,"4,1",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,7,si,"5,6",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_largo,9,si,"3,8",sospecha_leucemia,nada,nada,nada,virus,micro_tubo_lila,nada,nada,"0,5",4-6,12,frio y oscuridad
gato,p_corto,2,si,"1,5",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_corto,2,si,2,micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_corto,1,si,"0,1",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_corto,10,si,"6,6",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_corto,1,si,3,micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_corto,12,si,"3,5",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_corto,12,si,"3,5",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_corto,10,si,"5,6",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_corto,3,si,"3,2",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_corto,11,si,"3,7",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,0,si,"1,7",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,0,si,"1,4",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,2,si,"1,6",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,2,si,"0,6",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,1,si,"1,3",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,0,si,5,micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,13,si,"3,4",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,11,si,"3,5",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,9,si,"4,1",micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,4,si,2,micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,8,si,6,micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_largo,2,si,2,micoplasma,nada,nada,nada,hemoparasito_gato,micro_tubo_lila,nada,nada,3,4-6,24,exclusiva para PCR. En frio y oscuridad.
gato,p_corto,2,no,"1,5",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_corto,0,no,"0,3",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_corto,0,no,"0,5",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_corto,1,no,"4,4",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_corto,9,no,"5,9",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_corto,8,no,"3,8",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_corto,1,no,"3,2",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_corto,1,no,"3,7",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_corto,11,no,"3,4",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_corto,11,no,"6,9",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,1,no,"0,6",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,0,no,"0,5",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,0,no,"1,2",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,2,no,"1,5",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,2,no,1,micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,2,no,"5,8",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,5,no,"5,5",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,5,no,"5,6",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,10,no,"4,9",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,13,no,"5,6",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,5,no,"4,5",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
gato,p_largo,12,no,"4,4",micoplasma,nada,nada,nada,hemoparasito_gato,portaobjetos,nada,nada,3,4-6,24,"Extendido en portaobjetos, secado al aire y a temperatura ambiente."
perro,mestizo,0,si,"0,1",nada,nada,nada,nada,hemograma,micro_tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,1,si,"0,8",nada,nada,nada,nada,hemograma,micro_tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,2,si,"0,6",nada,nada,nada,nada,hemograma,micro_tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,1,si,1,nada,nada,nada,nada,hemograma,micro_tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,1,si,1,nada,nada,nada,nada,hemograma,micro_tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,4,si,"0,4",nada,nada,nada,nada,hemograma,micro_tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,4,si,"0,2",nada,nada,nada,nada,hemograma,micro_tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,13,si,1,nada,nada,nada,nada,hemograma,micro_tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,1,si,"0,4",nada,nada,nada,nada,hemograma,micro_tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,13,si,"0,5",nada,nada,nada,nada,hemograma,micro_tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,2,si,"0,4",nada,nada,nada,nada,hemograma,micro_tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,1,si,"15,6",nada,nada,nada,nada,hemograma,tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,1,si,"10,6",nada,nada,nada,nada,hemograma,tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,2,si,"9,5",nada,nada,nada,nada,hemograma,tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,0,si,"11,4",nada,nada,nada,nada,hemograma,tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,0,si,"15,4",nada,nada,nada,nada,hemograma,tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,14,si,"19,8",nada,nada,nada,nada,hemograma,tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,10,si,"7,9",nada,nada,nada,nada,hemograma,tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,8,si,"11,6",nada,nada,nada,nada,hemograma,tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,4,si,"11,2",nada,nada,nada,nada,hemograma,tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,8,si,"6,5",nada,nada,nada,nada,hemograma,tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,7,si,"8,8",nada,nada,nada,nada,hemograma,tubo_lila,nada,nada,"0,5",4-6,24,frio y oscuridad
perro,mestizo,15,si,"7,5",control_sano,falla_hepatica,falla_renal,enfermedades_metabolicas,perfil_bioquimico,tubo_tapa_roja,tubo_tapa_oro,tubo_tapa_verde,3,4-6,24,frio y oscuridad
perro,mestizo,7,si,"1,3",control_sano,falla_hepatica,falla_renal,enfermedades_metabolicas,perfil_bioquimico,tubo_tapa_roja,tubo_tapa_oro,tubo_tapa_verde,3,4-6,24,frio y oscuridad
perro,mestizo,13,si,3,control_sano,falla_hepatica,falla_renal,enfermedades_metabolicas,perfil_bioquimico,tubo_tapa_roja,tubo_tapa_oro,tubo_tapa_verde,3,4-6,24,frio y oscuridad
perro,mestizo,9,si,"5,8",control_sano,falla_hepatica,falla_renal,enfermedades_metabolicas,perfil_bioquimico,tubo_tapa_roja,tubo_tapa_oro,tubo_tapa_verde,3,4-6,24,frio y oscuridad
perro,mestizo,4,si,"1,1",control_sano,falla_hepatica,falla_renal,enfermedades_metabolicas,perfil_bioquimico,tubo_tapa_roja,tubo_tapa_oro,tubo_tapa_verde,3,4-6,24,frio y oscuridad
perro,mestizo,1,si,"11,3",control_sano,falla_hepatica,falla_renal,enfermedades_metabolicas,perfil_bioquimico,tubo_tapa_roja,tubo_tapa_oro,tubo_tapa_verde,3,4-6,24,frio y oscuridad
perro,mestizo,12,si,"11,2",control_sano,falla_hepatica,falla_renal,enfermedades_metabolicas,perfil_bioquimico,tubo_tapa_roja,tubo_tapa_oro,tubo_tapa_verde,3,4-6,24,frio y oscuridad
perro,mestizo,2,si,"5,8",control_sano,falla_hepatica,falla_renal,enfermedades_metabolicas,perfil_bioquimico,tubo_tapa_roja,tubo_tapa_oro,tubo_tapa_verde,3,4-6,24,frio y oscuridad
perro,mestizo,13,si,"1,5",control_sano,falla_hepatica,falla_renal,enfermedades_metabolicas,perfil_bioquimico,tubo_tapa_roja,tubo_tapa_oro,tubo_tapa_verde,3,4-6,24,frio y oscuridad
perro,mestizo,15,si,"17,6",control_sano,falla_hepatica,falla_renal,enfermedades_metabolicas,perfil_bioquimico,tubo_tapa_roja,tubo_tapa_oro,tubo_tapa_verde,3,4-6,24,frio y oscuridad
perro,mestizo,3,si,"7,8",control_sano,falla_hepatica,falla_renal,enfermedades_metabolicas,perfil_bioquimico,tubo_tapa_roja,tubo_tapa_oro,tubo_tapa_verde,3,4-6,24,frio y oscuridad
perro,mestizo,8,si,"5,9",anemia_desconocida,mucosa_palida,petequias,nada,hemograma,micro_tubo_lila,nada,nada,3,4-6,24,frio y oscuridad
perro,mestizo,5,si,"9,6",anemia_desconocida,mucosa_palida,petequias,nada,hemograma,micro_tubo_lila,nada,nada,3,4-6,24,frio y oscuridad
perro,mestizo,3,si,"15,6",anemia_desconocida,mucosa_palida,petequias,nada,hemograma,micro_tubo_lila,nada,nada,3,4-6,24,frio y oscuridad
perro,mestizo,4,si,"1,3",anemia_desconocida,mucosa_palida,petequias,nada,hemograma,micro_tubo_lila,nada,nada,3,4-6,24,frio y oscuridad
